SKU,date,demand
SKU82,2024-12-01,331
SKU83,2024-01-01,814
SKU83,2024-02-01,664
SKU83,2024-03-01,618
SKU83,2024-04-01,604
SKU83,2024-05-01,670
SKU83,2024-06-01,621
SKU83,2024-07-01,747
SKU83,2024-08-01,573
SKU83,2024-09-01,710
SKU83,2024-10-01,636
SKU83,2024-11-01,686
SKU83,2024-12-01,678
SKU84,2024-01-01,513
SKU84,2024-02-01,648
SKU84,2024-03-01,612
SKU84,2024-04-01,648
SKU84,2024-05-01,565
SKU84,2024-06-01,556
SKU84,2024-07-01,663
SKU84,2024-08-01,514
SKU84,2024-09-01,610
SKU84,2024-10-01,639
SKU84,2024-11-01,660
SKU84,2024-12-01,613
SKU85,2024-01-01,28
SKU85,2024-02-01,21
SKU85,2024-03-01,25
SKU85,2024-04-01,25
SKU85,2024-05-01,25
SKU85,2024-06-01,32
SKU85,2024-07-01,29
SKU85,2024-08-01,23
SKU85,2024-09-01,26
SKU85,2024-10-01,27
SKU85,2024-11-01,18
SKU85,2024-12-01,24
SKU86,2024-01-01,197
SKU86,2024-02-01,234
SKU86,2024-03-01,207
SKU86,2024-04-01,216
SKU86,2024-05-01,218
SKU86,2024-06-01,264
SKU86,2024-07-01,242
SKU86,2024-08-01,199
SKU86,2024-09-01,226
SKU86,2024-10-01,221
SKU86,2024-11-01,225
SKU86,2024-12-01,198
SKU87,2024-01-01,82
SKU87,2024-02-01,77
SKU87,2024-03-01,85
SKU87,2024-04-01,85
SKU87,2024-05-01,89
SKU87,2024-06-01,76
SKU87,2024-07-01,71
SKU87,2024-08-01,86
SKU87,2024-09-01,89
SKU87,2024-10-01,71
SKU87,2024-11-01,88
SKU87,2024-12-01,91
SKU88,2024-01-01,883
SKU88,2024-02-01,770
SKU88,2024-03-01,620
SKU88,2024-04-01,820
SKU88,2024-05-01,816
SKU88,2024-06-01,712
SKU88,2024-07-01,698
SKU88,2024-08-01,734
SKU88,2024-09-01,707
SKU88,2024-10-01,775
SKU88,2024-11-01,645
SKU88,2024-12-01,834
SKU89,2024-01-01,135
SKU89,2024-02-01,149
SKU89,2024-03-01,122
SKU89,2024-04-01,143
SKU89,2024-05-01,110
SKU89,2024-06-01,137
SKU89,2024-07-01,109
SKU89,2024-08-01,107
SKU89,2024-09-01,123
SKU89,2024-10-01,144
SKU89,2024-11-01,141
SKU89,2024-12-01,147
SKU90,2024-01-01,320
SKU90,2024-02-01,394
SKU90,2024-03-01,344
SKU90,2024-04-01,295
SKU90,2024-05-01,349
SKU90,2024-06-01,306
SKU90,2024-07-01,363
SKU90,2024-08-01,421
SKU90,2024-09-01,355
SKU90,2024-10-01,292
SKU90,2024-11-01,370
SKU90,2024-12-01,286
SKU91,2024-01-01,725
SKU91,2024-02-01,992
SKU91,2024-03-01,887
SKU91,2024-04-01,946
SKU91,2024-05-01,972
SKU91,2024-06-01,867
SKU91,2024-07-01,860
SKU91,2024-08-01,980
SKU91,2024-09-01,971
SKU91,2024-10-01,968
SKU91,2024-11-01,998
SKU91,2024-12-01,1021
SKU92,2024-01-01,264
SKU92,2024-02-01,244
SKU92,2024-03-01,258
SKU92,2024-04-01,281
SKU92,2024-05-01,271
SKU92,2024-06-01,254
SKU92,2024-07-01,297
SKU92,2024-08-01,252
SKU92,2024-09-01,309
SKU92,2024-10-01,275
SKU92,2024-11-01,299
SKU92,2024-12-01,332
SKU93,2024-01-01,115
SKU93,2024-02-01,107
SKU93,2024-03-01,122
SKU93,2024-04-01,125
SKU93,2024-05-01,118
SKU93,2024-06-01,116
SKU93,2024-07-01,130
SKU93,2024-08-01,105
SKU93,2024-09-01,136
SKU93,2024-10-01,99
SKU93,2024-11-01,107
SKU93,2024-12-01,120
SKU94,2024-01-01,983
SKU94,2024-02-01,1139
SKU94,2024-03-01,977
SKU94,2024-04-01,1006
SKU94,2024-05-01,955
SKU94,2024-06-01,1144
SKU94,2024-07-01,989
SKU94,2024-08-01,909
SKU94,2024-09-01,886
SKU94,2024-10-01,1131
SKU94,2024-11-01,930
SKU94,2024-12-01,1039
SKU95,2024-01-01,649
SKU95,2024-02-01,691
SKU95,2024-03-01,791
SKU95,2024-04-01,668
SKU95,2024-05-01,670
SKU95,2024-06-01,673
SKU95,2024-07-01,856
SKU95,2024-08-01,527
SKU95,2024-09-01,749
SKU95,2024-10-01,684
SKU95,2024-11-01,599
SKU95,2024-12-01,763
SKU96,2024-01-01,347
SKU96,2024-02-01,302
SKU96,2024-03-01,342
SKU96,2024-04-01,346
SKU96,2024-05-01,350
SKU96,2024-06-01,375
SKU96,2024-07-01,353
SKU96,2024-08-01,292
SKU96,2024-09-01,321
SKU96,2024-10-01,292
SKU96,2024-11-01,289
SKU96,2024-12-01,297
SKU97,2024-01-01,57
SKU97,2024-02-01,63
SKU97,2024-03-01,67
SKU97,2024-04-01,60
SKU97,2024-05-01,64
SKU97,2024-06-01,71
SKU97,2024-07-01,67
SKU97,2024-08-01,62
SKU97,2024-09-01,57
SKU97,2024-10-01,55
SKU97,2024-11-01,52
SKU97,2024-12-01,59
SKU98,2024-01-01,797
SKU98,2024-02-01,1085
SKU98,2024-03-01,855
SKU98,2024-04-01,1063
SKU98,2024-05-01,816
SKU98,2024-06-01,856
SKU98,2024-07-01,953
SKU98,2024-08-01,778
SKU98,2024-09-01,833
SKU98,2024-10-01,793
SKU98,2024-11-01,828
SKU98,2024-12-01,1027
SKU99,2024-01-01,637
SKU99,2024-02-01,573
SKU99,2024-03-01,682
SKU99,2024-04-01,840
SKU99,2024-05-01,599
SKU99,2024-06-01,558
SKU99,2024-07-01,650
SKU99,2024-08-01,557
SKU99,2024-09-01,688
SKU99,2024-10-01,635
SKU99,2024-11-01,661
SKU99,2024-12-01,680
